zho,eng,zho_reverse,zho_eng_jaccard,eng_zho_jaccard,zh_nsubjs,en_nsubjs,rev_nsubjs
"
",The first is,第一个是,0.25,0.4,0,1,0
"  二是完善军纪处分制度
",The second is to improve the system of military discipline.,"第二,改善军事纪律制度.",0.125,0.375,0,1,0
"按照十大纪律设条分项，充实细化处分条件，进一步编密扎紧制度“笼子”；贯通军官待遇级别制度，将降低军官待遇级别明确为降级处分项目；适应军官晋升任用权限和军衔主导要求，调整优化处分权限；体现严管与厚爱相结合原则，新增不予处分具体规范；贯彻“三个区分开来”要求，明确容错免责具体情形
","In accordance with the 10 Disciplines, the rules of discipline are further tightened and the rules of discipline are further tightened; the rules of procedure for the treatment of officers are further tightened; the rules of procedure for the treatment of officers are further reduced and the rules of procedure are clearly defined as a reduction of the treatment of officers; the rules of procedure are further developed to adapt the requirements of promotion of officers to the authority and the authority of officers; the rules of procedure are further refined and strengthened; the rules of discipline are combined with the principles of good governance and goodwill, and no new rules of procedure are added; the rules of procedure are implemented to clarify the three distinctions and exempt from specific situations.","根据10项纪律,纪律规则进一步加强,纪律规则进一步加强,对官员的待遇程序进一步加强,对官员的待遇程序进一步缩小,并明确定义程序为减少对官员的待遇,进一步制定程序以适应官员晋升要求的官员权威和官员权威,程序进一步精简和加强,纪律规则与善治和善意原则结合,并没有添加新的程序,程序规则实施以澄清三个区别,并免于具体情况.",0.3333333333333333,0.38095238095238093,4,0,9
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　此外，在复杂服务收费方面，立项指南设置复杂加收项价格项目
","In addition, the Guide for Compounded Services sets out a complex plus-cost program for complex service charges.","此外,综合服务指南还规定了复杂服务费用加费方案.",0.14285714285714285,0.8571428571428571,0,1,1
"以拔牙为例，以往是按牙位收费，但同一牙位常常病情复杂程度不同，价格上“一刀切”无法充分反映复杂情形的临床价值
","For example, tooth extraction was once a dental charge, but the complexity of the same tooth is often different, and the increasing price of a cutting knife does not fully reflect the clinical value of a complex condition.","例如,牙提取曾经是牙科费用,但同一牙的复杂性往往不同,",0.4666666666666667,0.6153846153846154,3,3,2
"立项指南对于相同牙位的拔牙价格按照技术难度、劳动强度等设置复杂加收项价格项目，让复杂服务收费更清晰
","The Dental Guide sets complex extraction price projects for the same toothpick according to technical difficulty, labor intensity, and so on, to make the complex service charges clearer.","牙科指南根据技术难度,劳动力强度等,为同一牙提取提供复杂的提取价格项目,",0.6,0.5833333333333334,1,2,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  王彩云（中）与团队在工厂查看生产加工情况
",Wang Wang Yun (Chinese: 王彩云) and his team checked the production process at the factory.,华王王云和他的团队在工厂检查了生产过程.,0.16666666666666666,1.0,1,2,1
"新华社记者 达日罕 摄
",The news was reported by the news reporter Dag Ham.,报道者达格汉姆报道了这一消息.,0.6,0.5714285714285714,0,0,1
"  “等这周办完商品房买卖合同备案，我们就能提交材料，把公积金提取出来，给孩子追加首付
","We can submit the materials, extract the reserve money and give the children an additional down payment until the contract is finalized this week.","我们可以提交材料,提取储备资金, 给孩子们额外的首付, 直到本周合同完成.",0.14285714285714285,0.7142857142857143,1,1,1
"”前几天，家住福建省莆田市的林女士为在福州工作的孩子买了一套房
","A few days ago, Ms. Lin, who lives in Fujian's city of Yantai, bought a house for her children who work in Fujian.","几天前, 林女士住在福建市延海,",0.6363636363636364,0.36363636363636365,1,3,1
"得益于住房公积金新政，这个家庭减轻不少压力
",The family has been relieved of the stress of the new housing finance policy.,家庭已经摆脱了新房地产融资政策的压力.,0.4444444444444444,0.5,1,0,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  统筹好做优增量与盘活存量的关系，一个关键就在于打通“堵点”、有效提高资源配置效率
","The key is to create a good balance between the increase and the increase in the number of live storage, and to open the grid, and to improve resource allocation efficiently.","关键是建立活存储数量增加与增加之间的良好平衡,并开放电网,并提高资源分配的效率.",0.07692307692307693,0.46153846153846156,2,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  比亚迪、长安等车企在智能化领域率先发起“攻势”
","The company, which is also known as Biadi, Chang'an and others, has been at the forefront of the cyber offensive in the field of intelligence.","公司也被称为Biiadi,Chang'an等,",0.1111111111111111,0.4444444444444444,1,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"深化改革创新，激发发展活力随着全球化的深入发展，东风汽车也积极拓展海外市场，提升全球影响力
",The company is also actively expanding its overseas market and increasing its global influence.,"公司还积极扩大其海外市场,并增加其全球影响力.",0.4,0.8333333333333334,1,1,1
"公司通过与多家全球头部企业的合作和交流，不断引进和吸收先进技术和管理经验，提升自身的国际竞争力
","The company has been increasing its international competitiveness through its collaboration and exchanges with several of the world's leading companies, continuously introducing and absorbing advanced technology and management experience.","通过与世界领先的公司合作和交流,公司不断增加其国际竞争力,不断引入和吸收先进的技术和管理经验.",0.6363636363636364,0.6363636363636364,1,1,1
"同时，东风汽车还加强海外市场的布局和拓展，推动产品在全球市场的销售和服务
","At the same time, East Wind Motor also strengthens its overseas market layout and expansion, driving sales and service of its products in global markets.","同时,东风电机公司还加强了其海外市场布局和扩张,推动其产品在全球市场的销售和服务.",0.7,0.7,1,1,1
"目前，东风汽车的产品已经覆盖全球多个国家和地区，赢得了广泛的市场认可和用户好评
","Currently, East Wind's products have been sold in many countries and regions around the world, gaining wide market recognition and user appreciation.","目前,东风的产品已出售在全球许多国家和地区,获得了广泛的市场认可和用户的赞赏.",0.6666666666666666,0.6666666666666666,2,0,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　傅华指出，新华社作为国家通讯社，与香港有着深厚的历史渊源和合作基础，见证并参与了香港在不同历史阶段的发展
","Liuhua noted that as the national news agency, Xinhua has a deep historical background and cooperation with Hong Kong, witnessing and participating in the development of Hong Kong at different historical stages.","李华指出,作为国家新闻机构,新华社与香港有深厚的历史背景和合作,",0.09090909090909091,0.5454545454545454,2,2,1
"新一届特区政府成立以来，团结带领社会各界奋发有为、务实进取，巩固了香港稳定发展的良好态势
","Since the formation of the new special government, solidarity has led all sectors of society to strive for practical action and consolidated Hong Kong's good position for stable development.","自新特别政府成立以来,团结使社会各部门都致力于采取实际行动,并巩固了香港稳定的发展良好地位.",0.4166666666666667,0.7272727272727273,3,1,2
"希望双方进一步加强交流合作，深刻把握更好发挥“一国两制”制度优势的实践要求，讲好香港“一国两制”成功实践的故事，助力香港巩固提升独特地位和优势，续写新时代香江传奇
","It is hoped that the two sides will further strengthen their exchange and cooperation, deepen their understanding of the practical requirements for the benefits of the two-tier system, tell the stories of the success of Hong Kong's two-tier system, help Hong Kong consolidate its unique status and advantages, and continue the legend of the Shangri-La of the new era.","希望双方进一步加强交流和合作,深化对双层体系的实用要求的理解,讲述香港双层体系成功的故事,帮助香港巩固其独特地位和优势,并继续新时代的香格里拉传说.",0.5294117647058824,0.4444444444444444,2,2,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  在欧洲议会和欧洲电影学院举办的圆桌讨论上，欧洲议会议员埃玛·拉福维茨说，生成式人工智能可能会威胁电影创作者权益与文化多样性，需建立严格的监管框架
","At a roundtable discussion held by the European Parliament and the European Film Academy, MEP Emma Rafovitz said that generated AI could threaten the rights and cultural diversity of filmmakers and that a strict regulatory framework was needed.","在欧洲议会和欧洲电影学院召开的圆桌会议上,欧盟议会委员Emma Rafovitz表示,人工智能产生的产物可能威胁到电影制作人的权利和文化多样性,",0.08333333333333333,0.625,2,2,4
"
",The first is,第一个是,0.25,0.4,0,1,0
"  靠前布局、系统谋划
","The first is the ""System Planning"".","首先是""系统规划"".",0.2,0.4,0,1,0
"北京强调攻克“卡脖子”技术，加快建设全球数字经济标杆城市；广东聚焦人工智能和机器人两大领域，着力构筑产业新支柱；安徽坚持科技打头阵、下好创新先手棋……各地“新春第一会”释放以高水平生产力催生高质量发展新动能的强烈信号
","Beijing emphasizes the conquest of the pumpkin-chip technology, accelerating the construction of global digital economic metropolises; Guangdong focuses on the two main areas of artificial intelligence and robotics, focusing on building new industrial pillars; Anhui is committed to leading the way in science and technology, and is a pioneer in innovation.","北京强调了片技术的征服,加速了全球数字经济大都市的建设;广东重点关注人工智能和机器人技术的两个主要领域,重点关注建立新的工业支柱;安致力于引领科学技术的道路,并是创新的先驱.",0.75,0.7272727272727273,5,2,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"在品牌建设过程中，东风汽车还注重提升产品质量和服务水平
","In the process of building the brand, East Wind also focuses on improving the quality of products and service levels.","在建立品牌过程中,东风还专注于提高产品质量和服务水平.",0.6,0.5,1,1,1
"公司通过引进先进的管理理念和技术手段，不断优化生产流程和质量管理体系，确保产品质量的稳定性和可靠性
",The company continuously optimizes production processes and quality management systems to ensure the stability and reliability of product quality by introducing advanced management concepts and techniques.,"公司通过引入先进的管理概念和技术,不断优化生产流程和质量管理系统,以确保产品质量的稳定性和可靠性.",0.75,0.75,1,1,1
"同时，东风汽车还加强售后服务体系建设，为用户提供更加便捷、高效的服务体验
","At the same time, East Wind also strengthened the after-sales service system to provide users with a more convenient and efficient service experience.","同时,东风还加强了售后服务系统,以为用户提供更方便,更高效的服务体验.",0.875,0.6666666666666666,1,1,2
"这些举措的实施，不仅提升了用户对东风品牌的满意度和忠诚度，也为东风汽车在全球市场的竞争提供了有力保障
","The implementation of these initiatives has not only increased the satisfaction and loyalty of the users to the East Wind brand, but also provided strong guarantees for the competitiveness of East Wind in the global market.","实施这些举措不仅提高了用户对东风品牌的满意度和忠诚度,而且为东风在全球市场的竞争力提供了强有力的保障.",0.7,0.5,1,1,0
"
",The first is,第一个是,0.25,0.4,0,1,0
"品牌建设升级，提升全球影响力在科技创新的引领下，东风汽车不断打造自身的核心竞争力
","With the upgrading of the brand and the increase of global influence, and the development of technological innovation, East Wind continues to build its core competitiveness.","随着品牌的升级,全球影响力的增加,以及技术创新的发展,东风继续建立其核心竞争力.",0.45454545454545453,0.7777777777777778,1,1,2
"公司通过加大研发投入、引进先进技术、加强国际合作等方式，不断提升自身的研发能力和技术水平
","The company is continuously improving its R&D capabilities and technical level by increasing R&D investments, introducing advanced technologies, strengthening international cooperation, and more.","公司通过增加研发投资,引入先进技术,加强国际合作等,不断提高研发能力和技术水平.",0.7777777777777778,0.5555555555555556,1,1,1
"同时，东风汽车还注重人才培养和团队建设，打造了一支高素质、专业化的研发团队
","At the same time, East Wind also focused on talent development and team building, creating a high-quality, professional R&D team.","同时,东风也专注于人才发展和团队建设,",0.875,0.5714285714285714,1,1,1
"这支团队以创新的思维和严谨的态度，不断攻克技术难题，为东风汽车的发展提供了有力支持
","The team, with its innovative thinking and rigorous approach, continues to tackle technical challenges and provides strong support for the development of the East Wind car.","该团队以其创新思维和严格的方法继续应对技术挑战,并为东风汽车的开发提供了强有力的支持.",0.5833333333333334,0.5833333333333334,1,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  “设立全国科普月符合群众性科普活动的特点，将实现更多主体参与、更多群众共享
",The establishment of a national COP month that is consistent with the characteristics of the mass COP activities will achieve more participation and more mass sharing.,建立一个符合大规模 COP活动特征的国家 COP 月份将实现更多的参与和更多的群众分享.,0.07692307692307693,0.6153846153846154,3,2,1
"”中国科学院院士饶子和建议，全国科普月活动要围绕国家重大需求定主题、围绕人民群众需要强供给、围绕市场规律建载体，切实让全国科普月成为全社会共建共享共赢的群众性活动
","Liu Liu, a Chinese Academy of Sciences academic, suggested that the National Cop Month should focus on the major needs of the country, the need for strong supply around the people's masses, and the construction of a vehicle around market rules, so that the National Cop Month could become a mass event for all communities to share and win.","中国科学院学术官建议全国警察月应该关注国家主要需求,",0.7058823529411765,0.35294117647058826,2,4,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  在广西医科大学第一附属医院干细胞移植病区的一扇仓门上，贴着两个红色的字——平安
",Two red ribbons were placed on a door in the stem cell transplant ward of the First Hospital of Guangxi Medical University.,广西医科大学第一医院干细胞移植室的一扇门上放置了两条红色带.,0.1,0.5,1,0,0
"这两个字刻在进出这扇门的每一个人心中
",The two words are written in the hearts of everyone who comes through this door.,这两个字都写在这个门口进来的人的心里.,0.5,0.5,0,1,1
"在这里，从医护到患者，每个环节上大家都在努力应对病魔的挑战
","Here, from the medical profession to the patients, everyone is working to tackle the challenges of the sick.","医生到病人,每个人都在努力解决病人面临的挑战.",0.7142857142857143,0.5,1,1,3
"
",The first is,第一个是,0.25,0.4,0,1,0
"  中国人民大学国家发展与战略研究院执行院长刘青表示，在推动经济高质量发展的过程中，不仅需要各方形成合力下好“一盘棋”，更要坚持系统思维，从全局和长远的视角，推动做优增量和盘活存量协同发力，让思路活起来，把技术用起来，将资源调度起来，更好拓展发展空间
","The executive director of the Institute of National Development and Strategy of the People's University of China, Liu Qing, said that in the process of promoting high-quality economic development, not only should all parties form a joint effort to form a good game, but also to stick to systemic thinking, from a global and long-term perspective, to promote optimisation and the synergy of the energy of live storage, to bring ideas to life, use technology, to coordinate resources, and to better expand development space.","中国人民大学国家发展和战略研究所执行主任青表示,在促进高质量的经济发展过程中,各方不仅应共同努力形成良好的游戏,而且还应从全球和长期的角度坚持系统思维,促进活存储能源的优化和协同作用,让想法生动,利用技术,协调资源,更好地扩大发展空间.",0.06666666666666667,0.6666666666666666,1,2,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  不同产业特点不同，要坚持分类指导、因产施策
","The company's main business is to provide a range of services to its customers, including:","该公司的主要业务是向客户提供各种服务,包括:",0.14285714285714285,0.8571428571428571,1,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  传统的东西一经激活，就能成为现代的精神力量；现代的元素结合传统，才有资格经历时间的淘洗和沉淀
",Traditional things become the spiritual forces of modernity when activated; modern elements combine with tradition to qualify for the time of washing and sinking.,"当当现代化时,传统的东西会成为现代化的精神力量;当现代元素与传统结合在一起,",0.09090909090909091,0.7272727272727273,2,2,3
"
",The first is,第一个是,0.25,0.4,0,1,0
"  “我们将开展新能源汽车舒适配套零部件的研发和试制，提高座椅风机总成、座椅按摩、座椅加热总成等产品的性能和附加值
","We will conduct research and development and testing of new energy vehicle comfort support parts to improve the performance and added value of our products such as seat fan assembly, seat massage, seat heating assembly.","我们将对新能源汽车舒适支部件进行研究,开发和测试,以提高产品的性能和附加值,如座椅风扇组装,座椅按摩,座椅加热组装等.",0.09090909090909091,0.46153846153846156,2,1,4
"”在金舜驰精密零部件智能研发制造基地开工现场，金舜驰（天津）汽车零部件股份有限公司总经理张爱军告诉科技日报记者，该基地建成后将引进国内外先进的智能制造装备和工业软件，配套建设座椅通风系统、动力系统智能制造生产线
","Zhang Yi, general manager of Kim Jun Automotive Parts Limited, told Science Daily that the plant will be built to bring in advanced smart manufacturing equipment and industrial software, supporting the construction of seating ventilation systems, power systems and intelligent manufacturing lines.","据""科学日报""报道,金俊汽车零部件有限公司总经理张表示,该工厂将建成以带入先进的智能制造设备和工业软件,支持座椅通风系统,电力系统和智能制造线的建设.",0.5333333333333333,0.4117647058823529,2,1,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  自然资源部有关负责人称，本轮规划落实要加快超大特大城市转变发展方式的要求，发挥源头治理和系统治理作用，全面贯彻新发展理念，坚持以人民为中心，统筹发展和安全，促进人与自然和谐共生，整体谋划国土空间开发保护格局，推进超大特大城市治理体系和治理能力现代化，为推进中国式现代化提供坚实支撑
","The relevant officials in the Ministry of Natural Resources said that the round of planning is implementing the requirements to accelerate the transformation of the way of development of the megacity, play the role of source governance and system governance, fully implement the new development concepts, stick to people-centric, unified development and security, promote people and nature coexistence and coexistence, plan the overall landscape of national development and protection of the land, promote the modernization of megacity governance systems and governance capacity, and provide solid support for the promotion of Chinese modernisation.","自然资源部相关官员表示,计划阶段将实现加速大城市发展方式的转型,发挥源治理和系统治理的作用,全面实施新发展理念,坚持以人为中心,统一发展和安全,促进人民和自然共存和共存,规划国家发展和保护土地的整体景观,促进大城市治理体系和治理能力的现代化,并为中国现代化提供坚实的支持.",0.05263157894736842,0.55,3,2,3
"
",The first is,第一个是,0.25,0.4,0,1,0
"  自然资源部有关负责人强调，要强化规划权威
",The Ministry of Natural Resources's relevant heads stressed the need to strengthen planning authority.,自然资源部有关负责人强调加强规划权力.,0.125,0.75,1,1,1
"规划一经批复，任何部门和个人不得随意修改、违规变更，防止出现换一届党委和政府改一次规划
","The plan, once criticized, must not be modified or altered by any department or individual to prevent another Party Committee or Government from changing the plan.","一旦被批评,该计划不得由任何部门或个人修改或改变,以防止其他党委或政府改变该计划.",0.7,0.5454545454545454,2,0,2
"下级国土空间规划要服从上级国土空间规划，相关专项规划、详细规划要服从总体规划；坚持先规划、后实施，不得违反国土空间规划进行各类开发建设活动；坚持“多规合一”，不在国土空间规划体系之外另设其他空间规划
","Sub-national space planning must obey the upper-national space planning, special planning and detailed planning must obey the overall planning; adhere to pre-planning and post-implementation, must not violate the national space planning for development and construction activities; adhere to the multi-discipline, and not to alternative space planning other than the national space planning system.","亚国家空间规划必须遵守上层国家空间规划,特别规划和详细规划必须遵守总体规划;遵守预规划和后实施,不得违反国家空间规划,用于开发和建设活动;遵守多学科规划,而不是其他国家空间规划系统的替代空间规划.",0.5833333333333334,0.5,1,1,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　“我从来没有看到过这样的中国足球”  亚足联秘书长温莎·约翰接受新华社记者专访
",I've never seen anything like this before. FIFA Secretary-General Winsha John was interviewed by the Xinhua News Agency.,国际足联秘书长温沙约翰接受了新华社采访.,0.2,0.5,2,1,1
"新华社记者 孙凡越 摄
","The news was reported by Sun Van Viet, a journalist for Xinhua News.",据新华社记者孙范越报道.,0.3333333333333333,0.3333333333333333,1,0,1
"  深化认识，把握好新与旧的辩证关系  面对国内外发展新形势、把握产业发展趋势和规律，开年以来，各地各部门立足基础、统筹谋划，巩固强化传统动能，加快开辟新领域新赛道
","To deepen awareness, grasp new and old dictionary relations, to grasp new developments and trends in domestic and international development, to grasp the patterns and patterns of industrial development, since the beginning of the year, various sectors have laid the foundations, coordinated planning, consolidated traditional dynamics and accelerated the opening of new avenues in new fields.","为了深化认识,了解新旧词典关系,了解国内和国际发展的新发展和趋势,了解工业发展的模式和模式,自今年初以来,各个部门都为基础,协调了规划,巩固了传统动态,并加速了新的领域的开放.",0.09090909090909091,0.5384615384615384,2,1,1
"中国经济向新而行的路线图更明晰，换挡升级的身姿更矫健
","China's economy is moving towards a clearer and more robust roadmap, and the transition to a more stable economy is a major step forward.","经济正在朝着更明确,更强大的路线图迈进,",0.8181818181818182,0.6363636363636364,2,2,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　镇雄县是云南千方百计促进农民增收的一个缩影
",The township is a shortened version of the farmer's crop in Yunnan.,南的农民作物是缩写的.,0.125,0.4,3,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  经过医护人员的精心治疗和家长的密切配合，在完成非亲缘造血干细胞移植后，这名越南籍患儿渡过了感染关及出血关，造血干细胞成功植入，血细胞完全恢复，终于出院
","After careful treatment by healthcare staff and close cooperation with parents, the Vietnamese patient passed through the infection glands and exited the blood vessels after completing a non-infectious stem cell transplant, successfully implanted stem cells, fully recovered blood cells, and finally released from the hospital.","医疗人员对此进行了仔细的治疗,与父母密切合作, 越南患者经过了感染腺体, 完成了非感染干细胞移植,成功植入干细胞, 完全恢复了血液细胞,",0.1,0.5384615384615384,4,1,3
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　辛辣食物营养满当当　　另一方面，从感官体验和性味药理角度看，“辛”比“辣”的含义更广泛
","On the other hand, from a sensory experience and a pharmacological point of view, the meaning of ""sweet"" is broader than ""sweet"".","另一方面,从感官和药物学角度来看"",甜""的含义比""甜""更广泛.",0.125,0.5,0,1,1
"赵鲁卿解释道，不同于“辣”侧重痛觉感受，谈到“辛”时，还意味着一种挥发性芳香物质，以及它在中医理论中所概括的一类食材和药材的性味，它们具有发散表邪、行气活血的作用
","Lord Liu explained that, in contrast to the focused sensation of appetite, when speaking of cinnamon, it also means a volatile aromatic substance, and the nature of the food and drug ingredients it generalizes in Chinese medical theory, which have the function of diffusing the symptoms of a pulmonary embolism.","爵解释说,与食欲的集中感相比,说上,它也意味着一种挥发性芳香物质,",0.36363636363636365,0.3684210526315789,4,4,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  今年中央一号文件强调，稳定和完善农村土地承包关系
",This year's Central Document No. 1 emphasizes the need to stabilize and improve rural land contracting relations.,今年第1号中央文件强调稳定和改善农村土地承包关系的必要性.,0.1,0.9,1,2,1
"坚持“大稳定、小调整”，有序推进第二轮土地承包到期后再延长三十年试点，扩大整省试点范围，妥善化解延包中的矛盾纠纷，确保绝大多数农户承包地总体顺延、保持稳定
","The government has also agreed to continue to maintain the country's long-term tenure, to maintain the country's long-term tenure, to maintain the country's long-term tenure, to maintain the country's long-term tenure, to maintain the country's long-term tenure, to maintain the country's long-term tenure, to maintain the country's long-term tenure and to ensure that the majority of farmers continue to work together.","政府还同意继续维持长期的执政权,维持长期的执政权,维持长期的执政权,维持长期的执政权,维持长期的执政权,维持长期的执政权,维持长期的执政权,确保大多数农民继续合作.",0.3333333333333333,0.3684210526315789,2,2,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  文件提出，千方百计推动农业增效益、农村增活力、农民增收入，为推进中国式现代化提供基础支撑
","The document suggests that thousands of parties are pushing for increased agricultural efficiency, rural vitality, and increased incomes for farmers to provide the foundation for advancing Chinese modernization.","文件表明,成千上万的政党正在推动提高农业效率,农村活力,",0.07142857142857142,0.5714285714285714,3,3,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　此外，一些辛辣成分还有助于镇痛、抗炎、抗菌和抗氧化
","In addition, some of the ingredients in the citrus fruit are also helpful in relieving pain, anti-inflammatory, antibacterial and antioxidant reactions.","此外,果中的一些成分也有助于缓解疼痛,抗炎症,抗菌和抗氧化反应.",0.1,0.6,1,1,1
"例如，膏药和跌打损伤药物中就可能含有辣椒素、辣椒碱；大蒜素胶囊在临床上用于治疗幽门螺杆菌、肠道发炎等疾病，日常餐饮中也可以吃适量生蒜；抗氧化功效则表现为清除自由基，诱导癌细胞凋亡，从而起到一定抗衰老作用，对抑制癌症也有帮助
","For example, ointments and drop-in-damages may contain calcium, magnesium; calcium capsules are used clinically for the treatment of diseases such as humoral neuropathy, inflammation of the gut, and can be consumed in moderation in daily meals; antioxidants are effective in clearing free radicals, inducing cancer cell death, thus having some anti-aging effects, and also in helping to suppress cancer.","例如,油膏和降低损伤可能含有,;囊用于治疗性神经病,肠道炎症等疾病,并且可以在日常饮食中摄入中适量;抗氧化剂有效清除自由基,诱导癌细胞死亡,从而产生一些抗衰老作用,并帮助抑制癌症.",0.2777777777777778,0.35294117647058826,3,2,3
"
",The first is,第一个是,0.25,0.4,0,1,0
"  虽然有科技与专业加持，但熊文认为，这条斜街能留住胡同味道，最重要的还是留下了大量居民，避免了街区过度商业化
","Although there is technology and professionalism, Buman believes that the slope of the street will keep its flavor and, most importantly, it will leave a large number of residents, avoiding the overcommercialization of the block.","尽管有技术和专业性,但布曼认为,街道的斜坡将保持其口味,",0.08333333333333333,0.6666666666666666,5,3,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  从一名农民工到中国石化集团公司特级技师，张振连先后参加了国内外数十个大型石油化工项目的施工建设，并以创新为导向，在各个工程建设中，不断解决复杂问题
","From a farmer worker to a special technician at China Chemical Group, Zhang Chen has worked on the construction of dozens of large petrochemical projects at home and abroad, and has been innovative in solving complex problems in various engineering projects.","张从农民工到中国化学集团的专业技术人员,在国内外,曾参与了数十个大型石化项目建设,",0.09090909090909091,0.5454545454545454,1,1,1
"随着“张振连劳模创新工作室”成立，他把更多精力投入到优秀焊接技术工人的培养上，并总结出一套高技能焊接人才的培养训练模式
","With the establishment of Zhang Zhen Lian's Innovation Studio, Liu devoted more of his energy to the training of skilled welding technicians and summarized a set of training models for highly skilled welding talent.","随着张良创新工作室的成立,将更多的精力投入培训熟练的接技术人员,并总结了一系列培训模型,为高技能的接人才.",0.5833333333333334,0.45454545454545453,2,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　傅华指出，媒体是各国政治交往、经济合作、文化交流的重要桥梁
","The media is an important bridge between political interactions, economic cooperation and cultural exchanges.","媒体是政治互动,经济合作和文化交流之间的重要桥梁.",0.1111111111111111,0.5555555555555556,2,1,1
"多年来，中日两国媒体记者用心用情记录了大量反映两国人民友好交往的感人故事和历史瞬间
","Over the years, Chinese-Japanese media journalists have carefully and affectionately recorded a large number of touching stories and historical moments that reflect the friendly interaction between the people of the two countries.","过去几年中,中日媒体记者仔细和亲切地记录了大量的触动故事和历史时刻,",0.5,0.5,2,2,1
"时事社是新华社的重要合作伙伴，双方合作取得了丰硕成果
","The Times is an important partner of Xinhua, and the two sides have achieved great results.","报纸是新华社的重要合作伙伴,",0.6666666666666666,0.5,3,2,1
"在新技术带来媒体行业变革的当下，新华社愿与时事社加强技术交流、不断拓展在经济信息等领域的合作，在世界媒体峰会框架下积极开展协调配合，共同致力于建立互惠务实的交流合作关系
","In a time when new technologies are changing the media industry, the Chinese Association is committed to strengthening technical exchanges with news agencies, continuing to expand cooperation in areas such as economic information, and actively coordinating cooperation within the framework of the World Media Summit, working together to establish mutually beneficial and practical exchange partnerships.","在新技术正在改变媒体行业的时代,中国协会致力于加强与新闻机构的技术交流,继续扩大在经济信息等领域的合作,并在世界媒体峰会框架内积极协调合作,共同建立互利和实践交流伙伴关系.",0.5,0.4,2,1,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  ——治矿祛疤，加快修复受损山体，建设绿色矿山
","The project is aimed at improving the quality of the mining, accelerating the repair of damaged mountain bodies and building green mines.","该项目旨在提高矿山质量,加速修复受损的山体和建设绿色矿山.",0.125,0.6,0,0,1
"长期作为能源重化工基地，太原存在较多生态欠账，生态保护与修复任务繁重
","As an energy-heavy chemical base, Taipei has long been ecologically indebted and has been heavily protected and repaired.","作为一个能源沉重的化学基地,",0.625,0.42857142857142855,2,1,1
"紧盯生态治理的痛点、难点、堵点，太原市创新机制，结合露天矿山综合整治和绿色矿山建设要求，加快修复受损山体
","The pain points, difficulties, blockages of tight environmental governance, the innovation mechanisms of Taipei City, combined with the comprehensive rehabilitation of open-pit mines and the requirements for green mining, accelerate the restoration of damaged mountain bodies.","由于环境管理的紧密性,环境管理的困难,创新机制,以及开口矿山的全面康复以及绿色采矿的要求,",0.5,0.3333333333333333,0,1,0
"
",The first is,第一个是,0.25,0.4,0,1,0
"  随着中国经济已由高速增长阶段转向高质量发展阶段，增量和存量的关系也在发生重大变化，经济结构调整从增量扩能为主转向调整存量、做优增量并举
","As China's economy has moved from a phase of rapid growth to a phase of high-quality development, the relationship between growth and inventory is also changing significantly, and the adjustment of economic structure from growth to expansion is mainly focused on adjusting inventory, optimizing growth and taking stock.","随着中国经济从快速增长阶段转向高质量的发展阶段,增长与库存之间的关系也在发生显著变化,经济结构从增长到扩张的调整主要集中在调整库存,优化增长和对象.",0.07142857142857142,0.7142857142857143,3,3,3
"
",The first is,第一个是,0.25,0.4,0,1,0
"  二是必须统筹好总供给和总需求的关系，畅通国民经济循环
",The second is that we must unify the relationship between total supply and total demand and bridge the national economic cycle.,"第二,我们必须统一总供需与总供给之间的关系,并将国家经济周期桥梁.",0.09090909090909091,0.46153846153846156,0,2,2
"要坚持供需两侧协同发力、动态平衡，持续深化供给侧结构性改革，有进有退、有保有压，增强供给与需求的适配性、平衡性
","To maintain synergies between supply and demand, dynamic balance, continuous deepening of structural reforms on the supply side, with input and retention pressures, and enhanced supply-demand adaptation and balance.","维持供需协同作用,动态平衡,不断加深供应方面结构性改革,以输入和保留压力,增强供需适应和平衡.",0.5,0.4444444444444444,1,0,1
