zho,eng
"
",The first is
"  王彩云（中）与团队在工厂查看生产加工情况
",Wang Wang Yun (Chinese: 王彩云) and his team checked the production process at the factory.
"新华社记者 达日罕 摄
",The news was reported by the news reporter Dag Ham.
"  “等这周办完商品房买卖合同备案，我们就能提交材料，把公积金提取出来，给孩子追加首付
","We can submit the materials, extract the reserve money and give the children an additional down payment until the contract is finalized this week."
"”前几天，家住福建省莆田市的林女士为在福州工作的孩子买了一套房
","A few days ago, Ms. Lin, who lives in Fujian's city of Yantai, bought a house for her children who work in Fujian."
"得益于住房公积金新政，这个家庭减轻不少压力
",The family has been relieved of the stress of the new housing finance policy.
"
",The first is
"  统筹好做优增量与盘活存量的关系，一个关键就在于打通“堵点”、有效提高资源配置效率
","The key is to create a good balance between the increase and the increase in the number of live storage, and to open the grid, and to improve resource allocation efficiently."
"
",The first is
"  比亚迪、长安等车企在智能化领域率先发起“攻势”
","The company, which is also known as Biadi, Chang'an and others, has been at the forefront of the cyber offensive in the field of intelligence."
"
",The first is
"深化改革创新，激发发展活力随着全球化的深入发展，东风汽车也积极拓展海外市场，提升全球影响力
",The company is also actively expanding its overseas market and increasing its global influence.
"公司通过与多家全球头部企业的合作和交流，不断引进和吸收先进技术和管理经验，提升自身的国际竞争力
","The company has been increasing its international competitiveness through its collaboration and exchanges with several of the world's leading companies, continuously introducing and absorbing advanced technology and management experience."
"同时，东风汽车还加强海外市场的布局和拓展，推动产品在全球市场的销售和服务
","At the same time, East Wind Motor also strengthens its overseas market layout and expansion, driving sales and service of its products in global markets."
"目前，东风汽车的产品已经覆盖全球多个国家和地区，赢得了广泛的市场认可和用户好评
","Currently, East Wind's products have been sold in many countries and regions around the world, gaining wide market recognition and user appreciation."
"
",The first is
"　　傅华指出，新华社作为国家通讯社，与香港有着深厚的历史渊源和合作基础，见证并参与了香港在不同历史阶段的发展
","Liuhua noted that as the national news agency, Xinhua has a deep historical background and cooperation with Hong Kong, witnessing and participating in the development of Hong Kong at different historical stages."
"新一届特区政府成立以来，团结带领社会各界奋发有为、务实进取，巩固了香港稳定发展的良好态势
","Since the formation of the new special government, solidarity has led all sectors of society to strive for practical action and consolidated Hong Kong's good position for stable development."
"希望双方进一步加强交流合作，深刻把握更好发挥“一国两制”制度优势的实践要求，讲好香港“一国两制”成功实践的故事，助力香港巩固提升独特地位和优势，续写新时代香江传奇
","It is hoped that the two sides will further strengthen their exchange and cooperation, deepen their understanding of the practical requirements for the benefits of the two-tier system, tell the stories of the success of Hong Kong's two-tier system, help Hong Kong consolidate its unique status and advantages, and continue the legend of the Shangri-La of the new era."
"
",The first is
"  在欧洲议会和欧洲电影学院举办的圆桌讨论上，欧洲议会议员埃玛·拉福维茨说，生成式人工智能可能会威胁电影创作者权益与文化多样性，需建立严格的监管框架
","At a roundtable discussion held by the European Parliament and the European Film Academy, MEP Emma Rafovitz said that generated AI could threaten the rights and cultural diversity of filmmakers and that a strict regulatory framework was needed."
"
",The first is
"  靠前布局、系统谋划
","The first is the ""System Planning""."
"北京强调攻克“卡脖子”技术，加快建设全球数字经济标杆城市；广东聚焦人工智能和机器人两大领域，着力构筑产业新支柱；安徽坚持科技打头阵、下好创新先手棋……各地“新春第一会”释放以高水平生产力催生高质量发展新动能的强烈信号
","Beijing emphasizes the conquest of the pumpkin-chip technology, accelerating the construction of global digital economic metropolises; Guangdong focuses on the two main areas of artificial intelligence and robotics, focusing on building new industrial pillars; Anhui is committed to leading the way in science and technology, and is a pioneer in innovation."
"
",The first is
"在品牌建设过程中，东风汽车还注重提升产品质量和服务水平
","In the process of building the brand, East Wind also focuses on improving the quality of products and service levels."
"公司通过引进先进的管理理念和技术手段，不断优化生产流程和质量管理体系，确保产品质量的稳定性和可靠性
",The company continuously optimizes production processes and quality management systems to ensure the stability and reliability of product quality by introducing advanced management concepts and techniques.
"同时，东风汽车还加强售后服务体系建设，为用户提供更加便捷、高效的服务体验
","At the same time, East Wind also strengthened the after-sales service system to provide users with a more convenient and efficient service experience."
"这些举措的实施，不仅提升了用户对东风品牌的满意度和忠诚度，也为东风汽车在全球市场的竞争提供了有力保障
","The implementation of these initiatives has not only increased the satisfaction and loyalty of the users to the East Wind brand, but also provided strong guarantees for the competitiveness of East Wind in the global market."
"
",The first is
"品牌建设升级，提升全球影响力在科技创新的引领下，东风汽车不断打造自身的核心竞争力
","With the upgrading of the brand and the increase of global influence, and the development of technological innovation, East Wind continues to build its core competitiveness."
"公司通过加大研发投入、引进先进技术、加强国际合作等方式，不断提升自身的研发能力和技术水平
","The company is continuously improving its R&D capabilities and technical level by increasing R&D investments, introducing advanced technologies, strengthening international cooperation, and more."
"同时，东风汽车还注重人才培养和团队建设，打造了一支高素质、专业化的研发团队
","At the same time, East Wind also focused on talent development and team building, creating a high-quality, professional R&D team."
"这支团队以创新的思维和严谨的态度，不断攻克技术难题，为东风汽车的发展提供了有力支持
","The team, with its innovative thinking and rigorous approach, continues to tackle technical challenges and provides strong support for the development of the East Wind car."
"
",The first is
"  “设立全国科普月符合群众性科普活动的特点，将实现更多主体参与、更多群众共享
",The establishment of a national COP month that is consistent with the characteristics of the mass COP activities will achieve more participation and more mass sharing.
"”中国科学院院士饶子和建议，全国科普月活动要围绕国家重大需求定主题、围绕人民群众需要强供给、围绕市场规律建载体，切实让全国科普月成为全社会共建共享共赢的群众性活动
","Liu Liu, a Chinese Academy of Sciences academic, suggested that the National Cop Month should focus on the major needs of the country, the need for strong supply around the people's masses, and the construction of a vehicle around market rules, so that the National Cop Month could become a mass event for all communities to share and win."
"
",The first is
"  在广西医科大学第一附属医院干细胞移植病区的一扇仓门上，贴着两个红色的字——平安
",Two red ribbons were placed on a door in the stem cell transplant ward of the First Hospital of Guangxi Medical University.
"这两个字刻在进出这扇门的每一个人心中
",The two words are written in the hearts of everyone who comes through this door.
"在这里，从医护到患者，每个环节上大家都在努力应对病魔的挑战
","Here, from the medical profession to the patients, everyone is working to tackle the challenges of the sick."
"
",The first is
"  中国人民大学国家发展与战略研究院执行院长刘青表示，在推动经济高质量发展的过程中，不仅需要各方形成合力下好“一盘棋”，更要坚持系统思维，从全局和长远的视角，推动做优增量和盘活存量协同发力，让思路活起来，把技术用起来，将资源调度起来，更好拓展发展空间
","The executive director of the Institute of National Development and Strategy of the People's University of China, Liu Qing, said that in the process of promoting high-quality economic development, not only should all parties form a joint effort to form a good game, but also to stick to systemic thinking, from a global and long-term perspective, to promote optimisation and the synergy of the energy of live storage, to bring ideas to life, use technology, to coordinate resources, and to better expand development space."
"
",The first is
"  不同产业特点不同，要坚持分类指导、因产施策
","The company's main business is to provide a range of services to its customers, including:"
"
",The first is
"  传统的东西一经激活，就能成为现代的精神力量；现代的元素结合传统，才有资格经历时间的淘洗和沉淀
",Traditional things become the spiritual forces of modernity when activated; modern elements combine with tradition to qualify for the time of washing and sinking.
"
",The first is
"  “我们将开展新能源汽车舒适配套零部件的研发和试制，提高座椅风机总成、座椅按摩、座椅加热总成等产品的性能和附加值
","We will conduct research and development and testing of new energy vehicle comfort support parts to improve the performance and added value of our products such as seat fan assembly, seat massage, seat heating assembly."
"”在金舜驰精密零部件智能研发制造基地开工现场，金舜驰（天津）汽车零部件股份有限公司总经理张爱军告诉科技日报记者，该基地建成后将引进国内外先进的智能制造装备和工业软件，配套建设座椅通风系统、动力系统智能制造生产线
","Zhang Yi, general manager of Kim Jun Automotive Parts Limited, told Science Daily that the plant will be built to bring in advanced smart manufacturing equipment and industrial software, supporting the construction of seating ventilation systems, power systems and intelligent manufacturing lines."
"
",The first is
"  自然资源部有关负责人称，本轮规划落实要加快超大特大城市转变发展方式的要求，发挥源头治理和系统治理作用，全面贯彻新发展理念，坚持以人民为中心，统筹发展和安全，促进人与自然和谐共生，整体谋划国土空间开发保护格局，推进超大特大城市治理体系和治理能力现代化，为推进中国式现代化提供坚实支撑
","The relevant officials in the Ministry of Natural Resources said that the round of planning is implementing the requirements to accelerate the transformation of the way of development of the megacity, play the role of source governance and system governance, fully implement the new development concepts, stick to people-centric, unified development and security, promote people and nature coexistence and coexistence, plan the overall landscape of national development and protection of the land, promote the modernization of megacity governance systems and governance capacity, and provide solid support for the promotion of Chinese modernisation."
"
",The first is
"  自然资源部有关负责人强调，要强化规划权威
",The Ministry of Natural Resources's relevant heads stressed the need to strengthen planning authority.
"规划一经批复，任何部门和个人不得随意修改、违规变更，防止出现换一届党委和政府改一次规划
","The plan, once criticized, must not be modified or altered by any department or individual to prevent another Party Committee or Government from changing the plan."
"下级国土空间规划要服从上级国土空间规划，相关专项规划、详细规划要服从总体规划；坚持先规划、后实施，不得违反国土空间规划进行各类开发建设活动；坚持“多规合一”，不在国土空间规划体系之外另设其他空间规划
","Sub-national space planning must obey the upper-national space planning, special planning and detailed planning must obey the overall planning; adhere to pre-planning and post-implementation, must not violate the national space planning for development and construction activities; adhere to the multi-discipline, and not to alternative space planning other than the national space planning system."
"
",The first is
"　　“我从来没有看到过这样的中国足球”  亚足联秘书长温莎·约翰接受新华社记者专访
",I've never seen anything like this before. FIFA Secretary-General Winsha John was interviewed by the Xinhua News Agency.
"新华社记者 孙凡越 摄
","The news was reported by Sun Van Viet, a journalist for Xinhua News."
"  深化认识，把握好新与旧的辩证关系  面对国内外发展新形势、把握产业发展趋势和规律，开年以来，各地各部门立足基础、统筹谋划，巩固强化传统动能，加快开辟新领域新赛道
","To deepen awareness, grasp new and old dictionary relations, to grasp new developments and trends in domestic and international development, to grasp the patterns and patterns of industrial development, since the beginning of the year, various sectors have laid the foundations, coordinated planning, consolidated traditional dynamics and accelerated the opening of new avenues in new fields."
"中国经济向新而行的路线图更明晰，换挡升级的身姿更矫健
","China's economy is moving towards a clearer and more robust roadmap, and the transition to a more stable economy is a major step forward."
"
",The first is
"　　镇雄县是云南千方百计促进农民增收的一个缩影
",The township is a shortened version of the farmer's crop in Yunnan.
"
",The first is
"  经过医护人员的精心治疗和家长的密切配合，在完成非亲缘造血干细胞移植后，这名越南籍患儿渡过了感染关及出血关，造血干细胞成功植入，血细胞完全恢复，终于出院
","After careful treatment by healthcare staff and close cooperation with parents, the Vietnamese patient passed through the infection glands and exited the blood vessels after completing a non-infectious stem cell transplant, successfully implanted stem cells, fully recovered blood cells, and finally released from the hospital."
"
",The first is
"　　辛辣食物营养满当当　　另一方面，从感官体验和性味药理角度看，“辛”比“辣”的含义更广泛
","On the other hand, from a sensory experience and a pharmacological point of view, the meaning of ""sweet"" is broader than ""sweet""."
"赵鲁卿解释道，不同于“辣”侧重痛觉感受，谈到“辛”时，还意味着一种挥发性芳香物质，以及它在中医理论中所概括的一类食材和药材的性味，它们具有发散表邪、行气活血的作用
","Lord Liu explained that, in contrast to the focused sensation of appetite, when speaking of cinnamon, it also means a volatile aromatic substance, and the nature of the food and drug ingredients it generalizes in Chinese medical theory, which have the function of diffusing the symptoms of a pulmonary embolism."
"
",The first is
"  今年中央一号文件强调，稳定和完善农村土地承包关系
",This year's Central Document No. 1 emphasizes the need to stabilize and improve rural land contracting relations.
"坚持“大稳定、小调整”，有序推进第二轮土地承包到期后再延长三十年试点，扩大整省试点范围，妥善化解延包中的矛盾纠纷，确保绝大多数农户承包地总体顺延、保持稳定
","The government has also agreed to continue to maintain the country's long-term tenure, to maintain the country's long-term tenure, to maintain the country's long-term tenure, to maintain the country's long-term tenure, to maintain the country's long-term tenure, to maintain the country's long-term tenure, to maintain the country's long-term tenure and to ensure that the majority of farmers continue to work together."
"
",The first is
"  文件提出，千方百计推动农业增效益、农村增活力、农民增收入，为推进中国式现代化提供基础支撑
","The document suggests that thousands of parties are pushing for increased agricultural efficiency, rural vitality, and increased incomes for farmers to provide the foundation for advancing Chinese modernization."
"
",The first is
"　　此外，一些辛辣成分还有助于镇痛、抗炎、抗菌和抗氧化
","In addition, some of the ingredients in the citrus fruit are also helpful in relieving pain, anti-inflammatory, antibacterial and antioxidant reactions."
"例如，膏药和跌打损伤药物中就可能含有辣椒素、辣椒碱；大蒜素胶囊在临床上用于治疗幽门螺杆菌、肠道发炎等疾病，日常餐饮中也可以吃适量生蒜；抗氧化功效则表现为清除自由基，诱导癌细胞凋亡，从而起到一定抗衰老作用，对抑制癌症也有帮助
","For example, ointments and drop-in-damages may contain calcium, magnesium; calcium capsules are used clinically for the treatment of diseases such as humoral neuropathy, inflammation of the gut, and can be consumed in moderation in daily meals; antioxidants are effective in clearing free radicals, inducing cancer cell death, thus having some anti-aging effects, and also in helping to suppress cancer."
"
",The first is
"  虽然有科技与专业加持，但熊文认为，这条斜街能留住胡同味道，最重要的还是留下了大量居民，避免了街区过度商业化
","Although there is technology and professionalism, Buman believes that the slope of the street will keep its flavor and, most importantly, it will leave a large number of residents, avoiding the overcommercialization of the block."
"
",The first is
"  从一名农民工到中国石化集团公司特级技师，张振连先后参加了国内外数十个大型石油化工项目的施工建设，并以创新为导向，在各个工程建设中，不断解决复杂问题
","From a farmer worker to a special technician at China Chemical Group, Zhang Chen has worked on the construction of dozens of large petrochemical projects at home and abroad, and has been innovative in solving complex problems in various engineering projects."
"随着“张振连劳模创新工作室”成立，他把更多精力投入到优秀焊接技术工人的培养上，并总结出一套高技能焊接人才的培养训练模式
","With the establishment of Zhang Zhen Lian's Innovation Studio, Liu devoted more of his energy to the training of skilled welding technicians and summarized a set of training models for highly skilled welding talent."
"
",The first is
"　　傅华指出，媒体是各国政治交往、经济合作、文化交流的重要桥梁
","The media is an important bridge between political interactions, economic cooperation and cultural exchanges."
"多年来，中日两国媒体记者用心用情记录了大量反映两国人民友好交往的感人故事和历史瞬间
","Over the years, Chinese-Japanese media journalists have carefully and affectionately recorded a large number of touching stories and historical moments that reflect the friendly interaction between the people of the two countries."
"时事社是新华社的重要合作伙伴，双方合作取得了丰硕成果
","The Times is an important partner of Xinhua, and the two sides have achieved great results."
"在新技术带来媒体行业变革的当下，新华社愿与时事社加强技术交流、不断拓展在经济信息等领域的合作，在世界媒体峰会框架下积极开展协调配合，共同致力于建立互惠务实的交流合作关系
","In a time when new technologies are changing the media industry, the Chinese Association is committed to strengthening technical exchanges with news agencies, continuing to expand cooperation in areas such as economic information, and actively coordinating cooperation within the framework of the World Media Summit, working together to establish mutually beneficial and practical exchange partnerships."
"
",The first is
"  ——治矿祛疤，加快修复受损山体，建设绿色矿山
","The project is aimed at improving the quality of the mining, accelerating the repair of damaged mountain bodies and building green mines."
"长期作为能源重化工基地，太原存在较多生态欠账，生态保护与修复任务繁重
","As an energy-heavy chemical base, Taipei has long been ecologically indebted and has been heavily protected and repaired."
"紧盯生态治理的痛点、难点、堵点，太原市创新机制，结合露天矿山综合整治和绿色矿山建设要求，加快修复受损山体
","The pain points, difficulties, blockages of tight environmental governance, the innovation mechanisms of Taipei City, combined with the comprehensive rehabilitation of open-pit mines and the requirements for green mining, accelerate the restoration of damaged mountain bodies."
"
",The first is
"  随着中国经济已由高速增长阶段转向高质量发展阶段，增量和存量的关系也在发生重大变化，经济结构调整从增量扩能为主转向调整存量、做优增量并举
","As China's economy has moved from a phase of rapid growth to a phase of high-quality development, the relationship between growth and inventory is also changing significantly, and the adjustment of economic structure from growth to expansion is mainly focused on adjusting inventory, optimizing growth and taking stock."
"
",The first is
"  二是必须统筹好总供给和总需求的关系，畅通国民经济循环
",The second is that we must unify the relationship between total supply and total demand and bridge the national economic cycle.
"要坚持供需两侧协同发力、动态平衡，持续深化供给侧结构性改革，有进有退、有保有压，增强供给与需求的适配性、平衡性
","To maintain synergies between supply and demand, dynamic balance, continuous deepening of structural reforms on the supply side, with input and retention pressures, and enhanced supply-demand adaptation and balance."
"扩大内需既关系经济稳定，也关系经济安全，不是权宜之计，而是战略之举
","The expansion of domestic demand is not a matter of convenience but of strategy, both for economic stability and economic security."
"要加快补上内需特别是消费短板，使内需成为拉动经济增长的主动力和稳定锚
","The need to accelerate the supply of domestic demand, especially consumption, to make domestic demand a driving force and a stability pillar for economic growth."
"
",The first is
"  从《全国统一大市场建设指引（试行）》对外发布，到培育全国一体化数据市场、推动统一的电力市场建设、建设统一的医疗服务市场、提升平台的互联互通水平……着眼消除制度壁垒，着力打通各类资源要素流转和配置过程中的堵点淤点卡点
","From the launch of the National Unified Market Building Guidelines (TRG) to the development of the national integrated data market, the promotion of the construction of a unified electricity market, the construction of a unified healthcare market, the improvement of the level of interconnected platforms, focus on eliminating system barriers and focusing on the flow of resources and the configuring process."
"
",The first is
"  ——新技术赋能，精细化管理，让城市更具智慧
","The new technology empowers, refines governance, makes cities smarter."
"现代城市管理离不开科技赋能
",Modern city management is not separate from technology empowerment.
"太原市将实施城市运行“一网统管”作为提高城市管理能力的“牛鼻子”工程，将涉及民生的水电气暖、物业、建筑安全、工程质量、拆迁、商品房销售管理等全部纳入平台管理，通过技术赋能实现城市管理智能化、精细化
","The city of Taizhou will implement the city-run network of integrated management systems as a bull's-neck project to improve city management capacity, and will integrate all platform management that involves residential water heating, property, building safety, engineering quality, demolition, and sales management of commodity houses, to intelligently and refined city management through technology empowerment."
"
",The first is
"  深化农村改革要守红线
",The Red Line is to deepen rural reforms.
"
",The first is
"  “生态城将在智能网联汽车政策创新、云控平台建设等方面持续发力，培育引入一批具有较强竞争力绿色低碳企业，推动新能源和智能网联汽车产业在生态城聚集发展
","The city will continue to drive innovation in smart grid connected automotive policy, build cloud-controlled platforms, foster the introduction of a stronger competitive green low-carbon enterprise, and drive the development of the new energy and smart grid connected automotive industry in the city."
"”樊子渊表示
",The monkey's mother said:
"（记者 陈 曦）  
",(Reporter Chen Chen)
"  为此，有关部门将开展规划实施监督，强化对严守空间安全底线等的监督检查，坚决维护规划的权威性和严肃性；健全国土空间规划实施监测评估预警机制和优化调整机制，加强规划定期体检和五年评估，根据体检评估结果，结合国民经济和社会发展规划，适时对规划进行优化调整，积极适应经济社会发展的新需求
","To this end, relevant departments will implement planning and implementation of supervision, strengthen supervision inspections of the strictly observed baseline of space security, and strongly maintain the authority and seriousness of the planning; implement monitoring assessment pre-warning mechanisms and optimized adjustment mechanisms for the national geospatial planning; strengthen the planning of regular medical examinations and five-year assessments, based on the results of medical examinations, and combine the national economic and social development plan with timely optimization of the planning adjustments, and actively adapt to the new needs of economic and social development."
"
",The first is
"  李干杰指出，党员教育培训是党的建设基础性经常性工作
",Li Kangje pointed out that the training of Party members is a fundamental and regular task of building the Party.
"要突出学习贯彻习近平新时代中国特色社会主义思想主题主线，持续推动理论武装走深走实，引导党员自觉做坚定信仰者和忠实实践者
","The main focus of the discussion is to learn to implement the main themes of socialist ideas of Xi Jinping's new era in China, to continue to advance the theoretical armed forces in the deepest possible sense, and to guide the party members to become self-aware believers and loyal practitioners."
"要坚持精准施教，分级分类开展专题培训，注重实战实训，全面提升党员推进中国式现代化建设能力
","The party is committed to the precise instruction, the classification of topics, the focus on practical training, and the comprehensive development of the party's capacity to promote Chinese-style modern construction."
"要健全常态化培训特别是基本培训机制，善于运用信息化手段，推动优质培训资源直达基层，不断提高党员教育培训的受益面、实效性
","To strengthen the standardisation of training, especially basic training mechanisms, to use informational means, to promote quality training resources directly to the grassroots level, and to continuously improve the benefits and effectiveness of parliamentary education training."
"要坚持从严治教、从严治学，深入贯彻中央八项规定及其实施细则精神，严格培训纪律和学员管理，确保党员教育培训健康有序开展
","To adhere to the principles of good governance, good governance, the strict implementation of the Central Eight Regulations and their implementing rules, strict training discipline and management of cadres, and to ensure that the education of the members of the Party is conducted in a healthy and orderly manner."
"
",The first is
"  刚开年，浙江明确了“千项万亿”项目清单，分两批安排了重大项目投资
","At the beginning of the year, Zhejiang has identified a list of projects worth tens of billions of tons, and has arranged for major projects to be invested in two batches."
"与此同时，浙江还围绕投资启动了另一项重要工作——对专项债形成的资产“摸底数、建台账”，迈开“盘家底”的第一步
","At the same time, Zhejiang has also launched another important work around investments, building a hedge fund, and taking the first step towards the bottom of the hedge fund."
"
",The first is
"  初春，北京怀柔
","In early spring, Beijing is in a state of shock."
"中国科学院物理研究所实验室里，固态锂电池研发实验正在进行
","In the laboratory of the Institute of Physics of the Chinese Academy of Sciences, solid-state lithium-ion battery research and development experiments are underway."
"
",The first is
"　　约翰表示，深圳的足球基础设施非常完善，拥有高质量的比赛场馆和训练场地
","John said that the football infrastructure in Shenzhen is very good, with high-quality venues and training grounds."
"
",The first is
"  为了让胡星更好地融入社会，成都高新区爱有戏社会工作服务中心以线上、线下等多种形式，定期为他链接绘画、科技等方面的教育服务，联系爱心企业为其捐赠轮椅、笔记本电脑等，并将各类服务聚集在其所居住的中和街道范围内，协助其参与各种活动以便让他更好地融入社区生活
","To better integrate Hu into society, the Center for Social Work in Chengdu, Guangdong, China, online and offline, regularly links to him for educational services in painting, technology, contacting Love Enterprises for their donation of wheelchairs, laptops, and bringing together all kinds of services in their communities and streets to help him participate in various activities to better integrate him into community life."
"
",The first is
"  中国地质科学院地质研究所离子探针中心名誉主任刘敦一说，关于月球起源，有一种假说称，月球是早期地球受到行星尺度撞击后分离的碎块凝聚形成，没有经历过板块运动、风化等改造，能记录自其形成以来的完整演化历史
","Dr. Dong, director emeritus of the Center for Ion Tonsil at the Institute of Geological Sciences of the Chinese Academy of Geosciences, said that about the moon's origin, there is a hypothesis that the moon was formed by the clumping of fragments of the early Earth that were separated by planetary impact, without having undergone any transformation such as plate movement, winds, and can record the complete evolutionary history since its formation."
"相关研究可以为月球、地球甚至太阳系的早期演化的研究提供线索，为世界带来更多新知
","The research that has been done on this topic can provide clues to the early evolution of the moon, the earth, and even the solar system, and bring more new insights to the world."
"
",The first is
"  对微短剧的规范持续进行，从备案到片名等，越来越细化
","The rules for the short series continue to be refined, from the notes to the name, etc."
"“这些制度不仅提升了微短剧的质量门槛，过滤掉了低质量内容，还鼓励创作者和平台追求更高层次的艺术和制作标准
","These systems not only raise the quality thresholds for short films and filter out low-quality content, but also encourage creators and platforms to pursue higher artistic and production standards."
"”红果短剧相关负责人说
",The director of the Orange Red Riding Hood short film said:
"
",The first is
"  今天的墨玉，从厚重的历史中铿锵走来，向美好的未来澎湃前行
",Today's ink is coming from a long history and moving forward into a bright future.
"为推进中华民族共同体建设，墨玉正呈现出蓬勃的生机与活力，将化资源为优势、变潜力为实力，推动经济社会高质量发展
","To promote the building of a Chinese national community, Wu is showing a vibrant and dynamic spirit, transforming resources into strengths, transforming potential into strengths, and driving high-quality economic and social development."
"
",The first is
"  中央人民政府驻香港特别行政区联络办公室秘书长王松苗表示，新华社是国家通讯社和具有全球影响力的世界级媒体，长期以来赢得了国内外受众的广泛赞誉
","Wang Tsun-mi, Secretary-General of the Liaison Office of the Central People's Government in Hong Kong's Special Administrative Region, said that Xinhua is a national news agency and a world-class media with global influence that has long won wide acclaim from audiences at home and abroad."
"相信新华社客户端亚太频道必将成为服务国家大局、赋能由治及兴、讲好香港故事、传播中国声音、树立中国形象的又一重要平台
","I believe that the Asia-Pacific Channel, a Chinese company's client, will become a major national service, empowering governments and people to tell Hong Kong stories, spread Chinese voices, and build a Chinese image."
"
",The first is
"  肖千说，中澳是全面战略伙伴关系
",Choi said that China and Australia are a comprehensive strategic partnership.
"“伙伴”表明两国是朋友而非敌人或对手
","The partnership shows that the two countries are friends, not enemies or adversaries."
"中方始终视澳大利亚为重要伙伴，澳方没有必要对中方舰队的相关行动感到担心
",China has always considered Australia an important partner and Australia does not need to worry about the relevant actions of the Chinese fleet.
"
",The first is
"　　声明呼吁斡旋方和国际社会向以色列施加压力，促其充分履行协议，并立即进入协议第二阶段
",The statement called on the parties and the international community to apply pressure on Israel to fully implement the agreement and immediately enter Phase II.
"
",The first is
"  依托冰雪赛事，提升“中国雪都”国际知名度——  相比东北、华北地区而言，新疆阿勒泰地区打造冰雪旅游集聚区起步较晚，基础设施有待完善，知名度和美誉度仍待提升
","Based on the ice-skiing events, China's Shenzhen International Ice Shopping Festival has been growing in popularity, and the construction of the Ice Shopping Complex in Xinjiang's Altai region has been delayed compared to the Northeast and Northeast, and infrastructure needs to be improved, while the popularity and reputation will continue to grow."
"面对中国冰雪经济迈向万亿市场的发展机遇，阿勒泰市将如何补强短板，向打造具有国际影响力的冰雪经济集聚区的目标稳步前行？
","In the face of the development opportunities for China's ice-snow economy to reach trillion-dollar markets, how will Altai strengthen its shortcut to the goal of building an ice-snow economic hub with international impact?"
"  如何看待相关企业的这种努力？能否在行业里形成“跟随效应”？对更广大的新就业群体及全社会又会有什么影响？  外卖小哥长年奔波忙碌在城市大街小巷，风里来雨里去
",How do you view these efforts of the relevant companies? can the industry form a chain of events that follows the chain of events? what will be the impact on the broader new employment groups and society as a whole?
"如何保障他们的权益，一直受到社会关注
",The social media platform has been a focus of social media attention on how to protect their rights.
"相关企业提出给他们上社保，无疑会增强外卖小哥的兜底保障，给他们带来实实在在的福利
","The companies involved offered them social security, which would undoubtedly increase the underlying security of the outsider, giving them real benefits."
"
",The first is
"  这是杨浦区长海路街道改造的第一个菜场
",This is the first restaurant in the city of Pyongyang to be transformed into a long sea street.
"改造后的菜场干净、敞亮，服务品类和功能更加完善，菜的品种增加，经营者的营业额也提高了
","The transformed dining halls are cleaner, brighter, the service is better and more functional, the varieties of dishes are increased and the turnover of the operators is also increased."
"
",The first is
"  年后返京，孙先生忙的第一件事就是换租房子
","After returning to Beijing, Mr. Sun's first job was to change his house."
"“假期在家，看到北京出台公积金直付房租政策，就动了心
",The Chinese government has been working on a new policy to help pay for housing in Beijing.
"”孙先生兴奋地说
",Mr. Hsuon said excitedly:
"
",The first is
"  习近平总书记强调，不管怎么改，都不能把农村土地集体所有制改垮了，不能把耕地改少了，不能把粮食生产能力改弱了，不能把农民利益损害了
","General Secretary Xi Jinping stressed that no matter what the changes, collective ownership of rural land cannot be changed, no less land can be changed, no less food production capacity can be changed, no more farmers' interests can be damaged."
"
",The first is
"  中国家用电器研究院副院长曲宗峰表示，智能家居的需求逐步扩大，现阶段应当着力解决的难点就是智能家居与市场需求之间错配、智能交互体验不佳、具备强兼容性的互联互通解决方案缺失等问题
","Vice-Director of the Chinese National Institute of Electrical and Electronics, Zhongfeng, said that the demand for smart homes is gradually expanding and that the difficulty to address at this stage is the mismatch between smart homes and market demands, poor smart interaction experience, lack of strongly compatible interconnected communication solutions, and so on."
"
",The first is
"  此次江苏开建的虚拟电厂，依托新型电力负荷管理系统，可将空调、热水器等分散的家用电器聚合在虚拟能量池中
","The virtual power plant, built in Jiangsu, is based on a new electrical load management system that can aggregate scattered household appliances such as air conditioners, water heaters and more into a virtual energy pool."
"当预测到可能出现用电紧张时，电力部门利用软件给居民手机上发送邀约，鼓励居民主动调节大功率智能家电，减少用电，从中获得电费奖励
","When forecasts of potential electricity tensions are made, the electricity sector uses software to send invitations to residents' phones, encouraging them to democratically regulate high-power smart homes, reduce electricity use and get electricity fee rewards from them."
"
",The first is
"  居民错峰用电不仅能省钱，还能赚钱
",The problem is that the people who use electricity are not only saving money but also making money.
"今年年初，我国首个百万千瓦级居民虚拟电厂在江苏开建，利用物联网、人工智能等先进技术，将居民家中的大功率智能电器整合为云端虚拟能量池
","Earlier this year, China's first million-kWh residential virtual power plant was built in Jiangsu, using advanced technologies such as the Internet of Things, AI, and integrating high-power smart electrical devices in residents' homes into a cloud-based virtual energy pool."
"在用电高峰期，居民可通过能量池的邀约，主动参与错峰、避峰用电，以获取收益
","During peak periods, residents can participate actively in the peak phase of the power generation process through the invitation of the energy pool to avoid peak use to reap the benefits."
"这种高度灵活的家庭用能模式，为实现“双碳”目标提供了有力支撑
",This highly flexible household energy model provides strong support for achieving the target of carbon dioxide.
"
",The first is
"  春光正好，在江西南昌的雷公坳文化体育产业园，随处可见跳跃挥拍、活力四射的身影
","Spring is good, and the Rae Kamakyu Cultural and Sports Industrial Park in Jiangxi-dong province is full of vibrant, vibrant, and vibrant images."
"
",The first is
